shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.301,0.489,0.171,0.59,2016-17
2pt Jumpers,0.312,0.35100000000000003,0.053,0.371,2016-17
3pt Shots,0.38799999999999996,0.311,0.005,0.313,2016-17
