shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.375,0.65,0.069,0.698,2019-20
2pt Jumpers,0.28,0.353,0.044000000000000004,0.37,2019-20
3pt Shots,0.345,0.32899999999999996,0.002,0.33,2019-20
