shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.268,0.637,0.099,0.7070000000000001,2012-13
2pt Jumpers,0.386,0.28300000000000003,0.182,0.34600000000000003,2012-13
3pt Shots,0.34700000000000003,0.33899999999999997,0.019,0.345,2012-13
