shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.337,0.606,0.07,0.652,2018-19
2pt Jumpers,0.25,0.41700000000000004,0.051,0.439,2018-19
3pt Shots,0.413,0.354,0.008,0.35600000000000004,2018-19
