shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.335,0.5870000000000001,0.131,0.675,2011-12,EasternMich.
2pt Jumpers,0.264,0.345,0.061,0.368,2011-12,EasternMich.
3pt Shots,0.401,0.313,0.008,0.316,2011-12,EasternMich.
