name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Isaac Copeland,24,0.155,0.17300000000000001,0.818,0.084,0.106,0.5379999999999999,2017-18,Nebraska
Jordy Tshimanga,20,0.154,0.235,0.667,0.192,0.20600000000000002,0.5,2017-18,Nebraska
James Palmer,15,0.045,0.034,0.5,0.066,0.098,0.556,2017-18,Nebraska
Isaiah Roby,15,0.042,0.019,0.33299999999999996,0.2,0.231,0.545,2017-18,Nebraska
Watson Glynn,8,0.013999999999999999,0,0,0.040999999999999995,0.062,0.5,2017-18,Nebraska
Evan Taylor,6,0,0,NA,0.08800000000000001,0.158,0.5,2017-18,Nebraska
Tanner Borchardt,5,0.444,0.2,0.25,0.25,0,0,2017-18,Nebraska
Duby Okeke,4,0.214,0.125,0.33299999999999996,0.16699999999999998,1,1,2017-18,Nebraska
Thomas Allen,1,0,0,NA,0.038,0.125,1,2017-18,Nebraska
Jack McVeigh,1,0,0,NA,0.14300000000000002,0,0,2017-18,Nebraska
Total,99,0.066,0.059000000000000004,0.5589999999999999,0.08800000000000001,0.125,0.524,2017-18,Nebraska
