name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Lotanna Nwogbo,45,0.183,0.18,0.6920000000000001,0.053,0.07,0.5,2015-16,Longwood
Khris Lane,30,0.25,0.303,0.87,0.078,0.059000000000000004,0.28600000000000003,2015-16,Longwood
Shaquille Johnson,10,0.12300000000000001,0.115,0.667,0.016,0.031,1,2015-16,Longwood
Darrion Allen,6,0.071,0.091,0.667,0,0,NA,2015-16,Longwood
Kanayo Obi-Rapu,3,0.028999999999999998,0.027999999999999997,0.5,0.023,0.062,1,2015-16,Longwood
Tra'Vaughn White,2,0.019,0.021,0.5,0,0,NA,2015-16,Longwood
Isaac Belton,2,0.053,0.1,1,0.2,NA,0,2015-16,Longwood
Chris Shields,1,0.05,0.067,1,0,0,NA,2015-16,Longwood
Al Burge,1,0.1,0,0,0,0,NA,2015-16,Longwood
Leron Fisher,1,0.024,0.053,1,0,NA,NA,2015-16,Longwood
Total,101,0.114,0.13699999999999998,0.7290000000000001,0.032,0.038,0.43799999999999994,2015-16,Longwood
