shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.245,0.606,0.11800000000000001,0.687,2011-12,IllinoisSt.
2pt Jumpers,0.396,0.34700000000000003,0.07400000000000001,0.375,2011-12,IllinoisSt.
3pt Shots,0.36,0.358,0.004,0.36,2011-12,IllinoisSt.
