shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.4,0.579,0.115,0.654,2017-18
2pt Jumpers,0.177,0.418,0.043,0.43700000000000006,2017-18
3pt Shots,0.423,0.389,0.003,0.39,2017-18
