name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Marvin King-Davis,15,0.16399999999999998,0.18,0.818,0.042,0.028999999999999998,0.25,2014-15,Delaware
Barnett Harris,13,0.667,0.75,0.25,0.125,0,0,2014-15,Delaware
Maurice Jeffers,12,0.11,0.127,0.727,0.02,0,0,2014-15,Delaware
Eric Carter,9,0.3,0.41700000000000004,0.556,0,NA,NA,2014-15,Delaware
Skye Johnson,6,0.5,0.5,0.6,0.111,0,0,2014-15,Delaware
Chivarsky Corbett,5,0.08199999999999999,0.09699999999999999,0.6,0,0,NA,2014-15,Delaware
Kyle Anderson,4,0.07,0.086,0.75,0,0,NA,2014-15,Delaware
Devonne Pinkard,3,0.133,0.2,0.5,0.028999999999999998,0.1,1,2014-15,Delaware
Cazmon Hayes,2,0.024,0.019,0.5,0,0,NA,2014-15,Delaware
Kory Holden,1,0.009000000000000001,0,0,0,0,NA,2014-15,Delaware
Total,70,0.106,0.115,0.581,0.016,0.012,0.25,2014-15,Delaware
