shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.26899999999999996,0.675,0.044000000000000004,0.706,2011-12
2pt Jumpers,0.406,0.33399999999999996,0.085,0.365,2011-12
3pt Shots,0.325,0.369,0.003,0.37,2011-12
