name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Alec Peters,37,0.218,0.184,0.562,0.045,0.059000000000000004,0.5,2015-16
Vashil Fernandez,32,0.261,0.273,0.6,0.04,0.055999999999999994,0.5,2015-16
Darien Walker,15,0.12300000000000001,0.127,0.5379999999999999,0.054000000000000006,0,0,2015-16
Jubril Adekoya,11,0.149,0.171,0.636,0,0,NA,2015-16
David Skara,9,0.11800000000000001,0.146,0.75,0.045,0,0,2015-16
Tevonn Walker,6,0.055,0.065,0.6,0.016,0.043,1,2015-16
E. Victor Nickerson,4,0.055999999999999994,0.13,1,0.024,0,0,2015-16
Shane Hammink,4,0.033,0.051,1,0,0,NA,2015-16
Keith Carter,3,0.026000000000000002,0.05,1,0.016,0.042,1,2015-16
Lexus Williams,1,0.16699999999999998,0.25,1,0,0,NA,2015-16
Total,122,0.12300000000000001,0.136,0.633,0.026000000000000002,0.032,0.41700000000000004,2015-16
