name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Anthony Lamb,23,0.133,0.17,0.818,0.006,0,0,2018-19
Samuel Dingba,15,0.28300000000000003,0.31,0.6,0,0,NA,2018-19
Robin Duncan,12,0.16699999999999998,0.135,0.41700000000000004,0,0,NA,2018-19
Ra Kpedi,9,0.24100000000000002,0.25,0.7140000000000001,0.182,0.33299999999999996,0.5,2018-19
Ryan Davis,9,0.2,0.25,0.667,0,0,NA,2018-19
Isaiah Moll,7,0.062,0.079,0.75,0.036000000000000004,0.045,0.5,2018-19
Everett Duncan,4,0.125,0.158,0.75,0,0,NA,2018-19
Stef Smith,4,0.027999999999999997,0,0,0,0,NA,2018-19
Ben Shungu,2,0.040999999999999995,0.071,1,0,0,NA,2018-19
Bailey Patella,2,0.14300000000000002,0.16699999999999998,1,0,NA,NA,2018-19
Ernie Duncan,1,0.023,0.04,1,0,0,NA,2018-19
Total,88,0.11900000000000001,0.135,0.667,0.011000000000000001,0.011000000000000001,0.4,2018-19
