shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.389,0.579,0.10300000000000001,0.645,2013-14
2pt Jumpers,0.306,0.344,0.08800000000000001,0.377,2013-14
3pt Shots,0.305,0.308,0.02,0.315,2013-14
