start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.124,0.527,0.525,0.583,0.14800000000000002,0.444,0.32799999999999996,0.317,2013-14
"Rebound, 11-30 s",0.254,0.455,0.253,0.505,0.456,0.392,0.29100000000000004,0.33899999999999997,2013-14
"Opp score, 0-10 s",0.040999999999999995,0.583,0.38299999999999995,0.652,0.15,0.556,0.467,0.35700000000000004,2013-14
"Opp score, 11-30 s",0.392,0.429,0.245,0.563,0.45299999999999996,0.32799999999999996,0.302,0.314,2013-14
"Steal, 0-10 s",0.037000000000000005,0.648,0.7040000000000001,0.684,0.09300000000000001,0,0.204,0.545,2013-14
"Steal, 11-30 s",0.031,0.467,0.239,0.909,0.413,0.21100000000000002,0.348,0.312,2013-14
Transition,0.201,0.561,0.529,0.618,0.138,0.415,0.33299999999999996,0.354,2013-14
