shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.371,0.589,0.08900000000000001,0.647,2015-16,Pepperdine
2pt Jumpers,0.284,0.379,0.046,0.39799999999999996,2015-16,Pepperdine
3pt Shots,0.345,0.317,0.008,0.319,2015-16,Pepperdine
