shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.32799999999999996,0.586,0.095,0.648,2019-20,Michigan
2pt Jumpers,0.389,0.358,0.095,0.396,2019-20,Michigan
3pt Shots,0.28300000000000003,0.32299999999999995,0.011000000000000001,0.327,2019-20,Michigan
