name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Wayne Langston,23,0.142,0.134,0.682,0.015,0,0,2015-16
Gee McGhee,12,0.102,0.065,0.4,0.11699999999999999,0.182,0.28600000000000003,2015-16
Jeffery Moss,9,0.10400000000000001,0.086,0.6,0.038,0.038,0.25,2015-16
Damarcus Croaker,5,0.045,0.053,0.75,0.013999999999999999,0.05,1,2015-16
Brion Sanchious,4,0.154,0.111,0.5,0.25,0,0,2015-16
Bryce Jones,3,0.019,0.037000000000000005,1,0.013000000000000001,0.022000000000000002,0.5,2015-16
A.J. Patty,3,0.25,0.25,0.5,0.111,0,0,2015-16
Charles Brown,3,0.6,0.667,0.667,0,0,NA,2015-16
Justin Seymour,2,0.087,0.1,0.5,0,0,NA,2015-16
Total,64,0.098,0.096,0.63,0.032,0.032,0.278,2015-16
