name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Evan Hall,26,0.209,0.17300000000000001,0.609,0.057,0.133,0.667,2016-17
D.J. McCall,23,0.293,0.308,0.545,0.037000000000000005,0,0,2016-17
Matt O'Leary,14,0.128,0.133,0.727,0.012,0,0,2016-17
Aaron Brennan,12,0.149,0.163,0.636,0.013999999999999999,0,0,2016-17
Josh James,11,0.28600000000000003,0.375,0.75,0.273,0.5,0.33299999999999996,2016-17
Ron Patterson,6,0.113,0.105,0.667,0,0,NA,2016-17
Darell Combs,5,0.015,0.013999999999999999,0.5,0.016,0.019,0.5,2016-17
Kellon Thomas,4,0.027000000000000003,0.033,0.5,0.02,0.065,1,2016-17
T.J. Henderson,2,0,0,NA,0.105,0,0,2016-17
Total,103,0.124,0.129,0.624,0.027999999999999997,0.033,0.4,2016-17
