name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Michael Karena,19,0.17,0.2,0.765,0.016,0.036000000000000004,1,2014-15
JT Yoho,8,0.078,0.081,0.6,0.042,0,0,2014-15
Joe Thomasson,8,0.052000000000000005,0.057,0.75,0.073,0.13,0.75,2014-15
Steven Davis,7,0.19399999999999998,0.22699999999999998,0.833,0,0,NA,2014-15
Grant Benzinger,5,0.133,0.091,0.5,0.048,0.069,0.667,2014-15
Justin Mitchell,5,0.08800000000000001,0.111,0.6,0,0,NA,2014-15
Roderick Davis,3,0.1,0.16699999999999998,1,0.059000000000000004,0.111,1,2014-15
Chrishawn Hopkins,3,0.027000000000000003,0,0,0.015,0.045,1,2014-15
Grant Evans,1,0.2,0,0,0,0,NA,2014-15
Reggie Arceneaux,1,0,0,NA,0.013000000000000001,0,0,2014-15
Total,60,0.091,0.10300000000000001,0.682,0.027000000000000003,0.039,0.6,2014-15
