name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Austin Wiley,55,0.36,0.368,0.64,0.10400000000000001,0.095,0.4,2019-20
Isaac Okoro,14,0.087,0.08900000000000001,0.6920000000000001,0,0,NA,2019-20
Danjel Purifoy,10,0.12300000000000001,0.081,0.429,0.14300000000000002,0,0,2019-20
Devan Cambridge,10,0.281,0.23800000000000002,0.556,0.25,0,0,2019-20
Allen Flanigan,8,0.156,0.14800000000000002,0.5710000000000001,0,0,NA,2019-20
Anfernee McLemore,8,0.098,0.071,0.5,0.062,0,0,2019-20
Samir Doughty,8,0.034,0.064,1,0.043,0,0,2019-20
J'Von McCormick,7,0.047,0.091,1,0.021,0.031,0.5,2019-20
Jamal Johnson,4,0.375,0.5,0.33299999999999996,0,NA,NA,2019-20
Jaylin Williams,2,0.16699999999999998,0.182,1,0,0,NA,2019-20
Tyrell Jones,1,0.16699999999999998,0.5,1,NA,NA,NA,2019-20
Total,127,0.141,0.151,0.648,0.047,0.033,0.231,2019-20
