shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.397,0.551,0.14,0.6409999999999999,2019-20,Auburn
2pt Jumpers,0.24,0.314,0.08800000000000001,0.345,2019-20,Auburn
3pt Shots,0.36200000000000004,0.325,0.009000000000000001,0.32799999999999996,2019-20,Auburn
