name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
LaQuentin Miles,41,0.18,0.179,0.629,0.042,0.025,0.16699999999999998,2011-12
Jordan Harks,28,0.207,0.212,0.611,0.13699999999999998,0.261,0.6,2011-12
Jarvis Garner,26,0.319,0.282,0.5,0.03,0.034,0.5,2011-12
Anthony Borden,14,0.233,0.20600000000000002,0.5,0,0,NA,2011-12
Terry Tidwell,10,0.233,0.35700000000000004,1,0,0,NA,2011-12
Robert Crawford,8,0.109,0.154,0.8,0.059000000000000004,0.067,0.5,2011-12
Mark Rutledge,7,0.069,0.068,0.6,0.025,0.033,0.5,2011-12
Chris Henson,3,0.182,0,0,0.043,0,0,2011-12
Lenell Brown,2,0,0,NA,0.105,0.14300000000000002,0.5,2011-12
Joe Harris,2,0.25,0.25,1,0.071,0,0,2011-12
Carlin Bremmer,2,0.071,0,0,0.036000000000000004,0,0,2011-12
Dewan Clayborn,2,0.059000000000000004,0.091,0.5,0,0,NA,2011-12
Ryan Williams,2,0.053,0,0,0,0,NA,2011-12
Darius Singleton,1,0.25,0,0,0,NA,NA,2011-12
Oliver Wells,1,0.038,0,0,0,0,NA,2011-12
Total,149,0.16699999999999998,0.16899999999999998,0.588,0.043,0.054000000000000006,0.414,2011-12
