name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Dwight Wilson,38,0.23600000000000002,0.289,0.727,0.07400000000000001,0.036000000000000004,0.2,2019-20,JamesMadison
Zach Jacobs,20,0.244,0.20800000000000002,0.526,0.028999999999999998,0.071,1,2019-20,JamesMadison
Darius Banks,16,0.125,0.149,0.636,0.128,0,0,2019-20,JamesMadison
Michael Christmas,10,0.171,0.087,0.28600000000000003,0.111,0.16699999999999998,0.33299999999999996,2019-20,JamesMadison
Matt Lewis,9,0.053,0.091,0.857,0.022000000000000002,0.03,0.5,2019-20,JamesMadison
Julien Wooden,7,0.092,0.068,0.429,0,0,NA,2019-20,JamesMadison
Deshon Parker,4,0.027000000000000003,0.035,0.75,0,0,NA,2019-20,JamesMadison
Quinn Richey,2,0,NA,NA,0.5,0.5,0.5,2019-20,JamesMadison
Jayvis Harvey,1,0.05,0.091,1,0,0,NA,2019-20,JamesMadison
Antanee Pinkard,1,0.067,0.111,1,0,NA,NA,2019-20,JamesMadison
Total,108,0.121,0.136,0.633,0.055999999999999994,0.05,0.278,2019-20,JamesMadison
