name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Malik Osborne,16,0.152,0.14,0.583,0.068,0.105,0.5,2017-18,Rice
Bishop Mency,16,0.364,0.348,0.667,0.5710000000000001,1,0.25,2017-18,Rice
Najja Hunter,10,0.083,0.098,0.667,0.08,0.17600000000000002,0.75,2017-18,Rice
Austin Meyer,7,0.091,0.111,1,0.19,0.154,0.5,2017-18,Rice
Tim Harrison,5,0.16699999999999998,0.154,0.667,0.07400000000000001,0.091,0.5,2017-18,Rice
Connor Cashaw,4,0.03,0.026000000000000002,0.5,0.006,0,0,2017-18,Rice
Dylan Jones,4,0.14300000000000002,0.11800000000000001,0.667,0.083,0,0,2017-18,Rice
Robert Martin,3,0.027000000000000003,0,0,0.028999999999999998,0,0,2017-18,Rice
Miles Lester,2,0,0,NA,0.125,0,0,2017-18,Rice
Ako Adams,1,0,0,NA,0.013999999999999999,0,0,2017-18,Rice
Total,68,0.096,0.09699999999999999,0.628,0.049,0.052000000000000005,0.375,2017-18,Rice
