name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jonathan Holton,44,0.312,0.32899999999999996,0.628,0.053,0,0,2014-15,WestVirginia
Devin Williams,37,0.244,0.239,0.5479999999999999,0.038,0.054000000000000006,0.5,2014-15,WestVirginia
Elijah Macon,19,0.23199999999999998,0.222,0.526,0,0,NA,2014-15,WestVirginia
Miles Daxter,15,0.151,0.106,0.385,0.07400000000000001,0,0,2014-15,WestVirginia
Tarik Phillip,11,0.179,0.273,0.9,0.083,0,0,2014-15,WestVirginia
Nathan Adrian,10,0.29,0.25,0.556,0.048,0,0,2014-15,WestVirginia
Brandon Watkins,9,0.391,0.28600000000000003,0.444,0,0,NA,2014-15,WestVirginia
Jaysean Paige,9,0.12300000000000001,0.12,0.429,0.1,0,0,2014-15,WestVirginia
Billydee Williams,5,0.231,0,0,0.182,0,0,2014-15,WestVirginia
Gary Browne,4,0.07,0.11800000000000001,0.667,0.024,0.071,1,2014-15,WestVirginia
Jevon Carter,4,0.055999999999999994,0.055999999999999994,0.5,0,0,NA,2014-15,WestVirginia
Juwan Staten,1,0.008,0,0,0,0,NA,2014-15,WestVirginia
Total,168,0.179,0.18600000000000003,0.5529999999999999,0.027999999999999997,0.021,0.25,2014-15,WestVirginia
