name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jemerrio Jones,55,0.258,0.244,0.638,0.075,0.1,0.5,2017-18,NewMexicoSt.
Eli Chuha,21,0.139,0.11699999999999999,0.562,0.079,0.14300000000000002,0.6,2017-18,NewMexicoSt.
Johnny McCants,18,0.2,0.175,0.588,0.055999999999999994,0,0,2017-18,NewMexicoSt.
Johnathon Wilkins,10,0.141,0.11800000000000001,0.6,0,0,NA,2017-18,NewMexicoSt.
Zach Lofton,9,0.034,0.043,0.8,0.039,0.081,0.75,2017-18,NewMexicoSt.
Sidy N'Dir,5,0.028999999999999998,0.024,0.5,0.077,0.091,0.33299999999999996,2017-18,NewMexicoSt.
AJ Harris,2,0.021,0.034,1,0,0,NA,2017-18,NewMexicoSt.
Keyon Jones,2,0.05,0.077,1,0,0,NA,2017-18,NewMexicoSt.
Leston Gordon,2,0.28600000000000003,0,0,0,0,NA,2017-18,NewMexicoSt.
Kortrijk Miles,1,0.25,0.25,1,NA,NA,NA,2017-18,NewMexicoSt.
Total,125,0.126,0.121,0.621,0.040999999999999995,0.063,0.524,2017-18,NewMexicoSt.
