shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.376,0.57,0.085,0.623,2012-13,NewHampshire
2pt Jumpers,0.313,0.341,0.059000000000000004,0.36200000000000004,2012-13,NewHampshire
3pt Shots,0.311,0.281,0.006,0.28300000000000003,2012-13,NewHampshire
