start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.14300000000000002,0.515,0.306,0.5770000000000001,0.22,0.451,0.474,0.336,2016-17
"Rebound, 11-30 s",0.24,0.445,0.29,0.5660000000000001,0.292,0.263,0.418,0.325,2016-17
"Opp score, 0-10 s",0.049,0.532,0.278,0.636,0.165,0.5379999999999999,0.557,0.318,2016-17
"Opp score, 11-30 s",0.37799999999999995,0.44299999999999995,0.28800000000000003,0.49700000000000005,0.326,0.29,0.386,0.354,2016-17
"Steal, 0-10 s",0.068,0.5770000000000001,0.64,0.7609999999999999,0.099,0.091,0.261,0.207,2016-17
"Steal, 11-30 s",0.022000000000000002,0.569,0.361,0.5379999999999999,0.222,0.375,0.41700000000000004,0.467,2016-17
Transition,0.26,0.534,0.389,0.665,0.17800000000000002,0.413,0.434,0.311,2016-17
