name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Everett Clemons,15,0.061,0.055999999999999994,0.556,0.102,0,0,2016-17
TJ Bell,14,0.149,0.135,0.636,0.057,0.055999999999999994,0.33299999999999996,2016-17
Bronson Kessinger,11,0.21100000000000002,0.154,0.25,0.14300000000000002,0,0,2016-17
Brandon Murphy,9,0.12,0.10300000000000001,0.5,0.10300000000000001,0.111,0.33299999999999996,2016-17
Emondre Rickman,7,0.16699999999999998,0.24,0.857,0,0,NA,2016-17
Brenton Scott,6,0.034,0.034,0.5,0.017,0,0,2016-17
Donovan Franklin,2,0.069,0,0,0,0,NA,2016-17
Jordan Barnes,2,0.04,0.083,1,0.036000000000000004,0,0,2016-17
VAN,2,0.111,0.077,0.5,0,0,NA,2016-17
Niels Bunschoten,2,0.071,0.077,0.5,0,0,NA,2016-17
Laquarious Paige,1,0.027000000000000003,0.038,1,0,0,NA,2016-17
Demonte Ojinnaka,1,0.33299999999999996,0,0,0,NA,NA,2016-17
Total,72,0.08800000000000001,0.08199999999999999,0.537,0.036000000000000004,0.013000000000000001,0.111,2016-17
