shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.40399999999999997,0.518,0.19699999999999998,0.6459999999999999,2014-15
2pt Jumpers,0.28800000000000003,0.326,0.125,0.373,2014-15
3pt Shots,0.309,0.304,0.011000000000000001,0.307,2014-15
