name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Sherman Blanford,34,0.168,0.16899999999999998,0.565,0.08,0.111,0.455,2012-13
Morris Woods,17,0.09300000000000001,0.10400000000000001,0.769,0.043,0.069,0.5,2012-13
Josh Piper,11,0.16399999999999998,0.156,0.7,0,0,NA,2012-13
Keenan Anderson,4,0.053,0.077,1,0.375,0,0,2012-13
Taylor Jones,3,0.045,0.062,1,0.111,0.33299999999999996,0.5,2012-13
Alex Austin,3,0.048,0.022000000000000002,0.33299999999999996,0,0,NA,2012-13
Alex Lubsey,2,0.28600000000000003,0,0,0,0,NA,2012-13
Malcolm Herron,2,0.037000000000000005,0.067,1,0.018000000000000002,0.053,1,2012-13
Austin Akers,1,0.021,0,0,0,0,NA,2012-13
Total,77,0.10400000000000001,0.10099999999999999,0.618,0.042,0.055,0.429,2012-13
