name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Dave Dudzinski,22,0.20600000000000002,0.21899999999999997,0.667,0.017,0,0,2011-12
R.J. Evans,21,0.09,0.107,0.706,0.067,0,0,2011-12
Eric Obeysekere,12,0.306,0.222,0.364,0.03,0,0,2011-12
Phil Beans,9,0.138,0.083,0.375,0.028999999999999998,0,0,2011-12
Jordan Stevens,7,0.25,0.28600000000000003,0.667,0.019,0,0,2011-12
Taylor Abt,6,0.364,0.5,0.75,0.16699999999999998,0.2,0.5,2011-12
Mike Cavataio,4,0.17600000000000002,0.2,0.667,0.024,0,0,2011-12
Malcolm Miller,2,0.16699999999999998,0.14300000000000002,0.5,0,0,NA,2011-12
J.,1,0.5,1,1,0,NA,NA,2011-12
Justin Burrell,1,0.015,0.037000000000000005,1,0,0,NA,2011-12
Devin Brown,1,0.011000000000000001,0,0,0,0,NA,2011-12
Dee Goens,1,0,0,NA,0.067,0.14300000000000002,1,2011-12
Total,87,0.12,0.127,0.6,0.026000000000000002,0.013000000000000001,0.16699999999999998,2011-12
