shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.33799999999999997,0.672,0.049,0.7070000000000001,2017-18
2pt Jumpers,0.275,0.38299999999999995,0.045,0.401,2017-18
3pt Shots,0.387,0.375,0.003,0.376,2017-18
