name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Dwan Caldwell,287,0.529,0.493,0.359,0.515,0.547,0.578,0.47,0.679,0.063,0.389,1,0.314,0.733,2014-15
Torrance Rowe,281,0.517,0.473,0.23800000000000002,0.478,0.062,0.214,0.38299999999999995,0,0.5479999999999999,0.33799999999999997,0.654,0.292,0.7929999999999999,2014-15
Charles Jackson,275,0.5770000000000001,0.5710000000000001,0.647,0.674,0.617,0.353,0.381,0.486,0,NA,NA,0.484,0.5710000000000001,2014-15
Josiah Moore,221,0.519,0.489,0.40700000000000003,0.544,0.204,0.204,0.311,0.071,0.389,0.349,0.9,0.335,0.6759999999999999,2014-15
Aleksa Jugovic,130,0.5780000000000001,0.535,0.146,0.684,0.308,0.162,0.47600000000000003,0.4,0.6920000000000001,0.344,0.871,0.331,0.8140000000000001,2014-15
Javon McKay,119,0.5670000000000001,0.521,0.45399999999999996,0.574,0.419,0.311,0.514,0.684,0.235,0.28600000000000003,0.875,0.45399999999999996,0.741,2014-15
Jordan Johnson,118,0.533,0.517,0.17800000000000002,0.429,0.33299999999999996,0.161,0.368,0.28600000000000003,0.6609999999999999,0.385,0.7,0.136,0.75,2014-15
Shirmane Thomas,111.00000000000001,0.353,0.306,0.47700000000000004,0.45299999999999996,0.16699999999999998,0.306,0.294,0,0.21600000000000003,0,NA,0.396,0.568,2014-15
Mason Ramsey,71,0.537,0.514,0.38,0.63,0.529,0.155,0.545,0.833,0.465,0.273,1,0.268,0.684,2014-15
Deondre Haynes,63,0.381,0.325,0.28600000000000003,0.5,0.222,0.54,0.294,0,0.175,0.091,1,0.397,0.64,2014-15
Anthony Morse,56.00000000000001,0.47600000000000003,0.46399999999999997,0.5710000000000001,0.5,0.562,0.429,0.41700000000000004,0.7,0,NA,NA,0.5,0.5,2014-15
Josh Bougher,9,0.42200000000000004,0.389,0.556,0.4,0,0,NA,NA,0.444,0.25,1,0.111,1,2014-15
"OCHIE,ONOCHIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-15
Total,1741,0.522,0.49,0.38299999999999995,0.562,0.424,0.315,0.409,0.46,0.302,0.321,0.7929999999999999,0.35,0.6779999999999999,2014-15
