name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Algevon Eichelberger,35,0.151,0.183,0.667,0.032,0.067,0.75,2019-20,ClevelandSt.
Torrey Patton,25,0.182,0.21,0.591,0.042,0.071,0.667,2019-20,ClevelandSt.
Tre Gomillion,22,0.165,0.185,0.6,0.039,0.048,0.5,2019-20,ClevelandSt.
Deante Johnson,17,0.198,0.231,0.706,0,0,NA,2019-20,ClevelandSt.
Jaalam Hill,12,0.268,0.25,0.545,0.013999999999999999,0,0,2019-20,ClevelandSt.
Franklyn Penn,9,0.16699999999999998,0.138,0.5,0.042,0,0,2019-20,ClevelandSt.
Jalen Williams,5,0.833,1,0.6,0,NA,NA,2019-20,ClevelandSt.
Craig Beaudion,3,0.022000000000000002,0.02,0.5,0,0,NA,2019-20,ClevelandSt.
Jeremy Sanchez,3,0.14300000000000002,0.182,0.667,0,0,NA,2019-20,ClevelandSt.
Anthony Rego,2,0.4,0,0,0,NA,NA,2019-20,ClevelandSt.
Hugo Ferreira,2,0.036000000000000004,0.04,0.5,0,0,NA,2019-20,ClevelandSt.
Daylen Williams,1,0,0,NA,0,0,NA,2019-20,ClevelandSt.
Total,136,0.145,0.166,0.607,0.021,0.035,0.545,2019-20,ClevelandSt.
