shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.382,0.523,0.106,0.585,2018-19,SeattleU
2pt Jumpers,0.287,0.33899999999999997,0.053,0.359,2018-19,SeattleU
3pt Shots,0.331,0.335,0.006,0.33799999999999997,2018-19,SeattleU
