name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ryan Rhoomes,33,0.33299999999999996,0.324,0.7190000000000001,0.037000000000000005,0,0,2013-14
Travion Leonard,25,0.272,0.23399999999999999,0.5,0.071,0,0,2013-14
Ryan Canty,19,0.366,0.348,0.5329999999999999,0.28600000000000003,0.4,0.5,2013-14
Brandon Frazier,14,0.083,0.127,0.8,0.011000000000000001,0.013000000000000001,0.5,2013-14
Jon Severe,11,0.048,0.091,0.6,0.032,0.02,0.2,2013-14
Mandell Thomas,7,0.062,0.087,0.667,0.01,0.031,1,2013-14
Bryan Smith,7,0.171,0.158,0.429,0,0,NA,2013-14
Jake Fay,4,0.75,NA,0,1,NA,0,2013-14
Khalid Robinson,2,0.5,NA,0,1,NA,0,2013-14
Chris Whitehead,1,0.028999999999999998,0.05,1,0,0,NA,2013-14
Jared Fay,1,NA,NA,NA,1,NA,0,2013-14
Total,124,0.162,0.18600000000000003,0.598,0.032,0.023,0.263,2013-14
