shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.29600000000000004,0.632,0.076,0.684,2012-13,WrightSt.
2pt Jumpers,0.345,0.337,0.048,0.354,2012-13,WrightSt.
3pt Shots,0.359,0.311,0.005,0.313,2012-13,WrightSt.
