name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tavares Sledge,21,0.21899999999999997,0.282,0.688,0.083,0.15,0.6,2012-13,WrightSt.
Jerran Young,14,0.081,0.07200000000000001,0.556,0.083,0.071,0.4,2012-13,WrightSt.
Cole Darling,13,0.19,0.22,0.75,0.013999999999999999,0.036000000000000004,1,2012-13,WrightSt.
Matt Vest,9,0.107,0.09300000000000001,0.556,0,0,NA,2012-13,WrightSt.
JT Yoho,6,0.10400000000000001,0.179,1,0.024,0,0,2012-13,WrightSt.
Miles Dixon,6,0.036000000000000004,0.034,0.5,0.025,0.033,0.5,2012-13,WrightSt.
Aj Pacher,5,0.071,0.111,1,0.031,0.07400000000000001,1,2012-13,WrightSt.
Kendall Griffin,3,0.02,0.026000000000000002,1,0.095,0.111,0.5,2012-13,WrightSt.
Reggie Arceneaux,2,0,0,NA,0.018000000000000002,0.026000000000000002,0.5,2012-13,WrightSt.
Stephen Gossard,2,0.667,0.667,1,0,NA,NA,2012-13,WrightSt.
Daniel Collie,1,NA,NA,NA,0.25,1,1,2012-13,WrightSt.
Joe Bramanti,1,0.043,0,0,0,0,NA,2012-13,WrightSt.
Jacoby Roddy,1,0.2,0.33299999999999996,1,0,NA,NA,2012-13,WrightSt.
Total,84,0.10099999999999999,0.11800000000000001,0.705,0.037000000000000005,0.055999999999999994,0.565,2012-13,WrightSt.
