name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Terry Rose,339,0.546,0.528,0.09699999999999999,0.5760000000000001,0.368,0.263,0.348,0.613,0.64,0.396,0.8140000000000001,0.142,0.7709999999999999,2012-13
Bryant Purvis,149,0.396,0.39299999999999996,0.161,0.41700000000000004,0.5,0.503,0.34700000000000003,0.615,0.336,0.3,0.867,0.07400000000000001,0.455,2012-13
Peter 'Pj' Roberson,143,0.386,0.35,0.315,0.556,0.64,0.6709999999999999,0.26,0.72,0.013999999999999999,0,NA,0.35700000000000004,0.569,2012-13
Demetri Wheeler,125,0.466,0.444,0.384,0.6459999999999999,0.613,0.536,0.34299999999999997,0.87,0.08,0.1,1,0.192,0.667,2012-13
Brandon Dorsett,113.99999999999999,0.386,0.33299999999999996,0.41200000000000003,0.40399999999999997,0.053,0.263,0.233,0.7140000000000001,0.325,0.21600000000000003,0.875,0.33299999999999996,0.684,2012-13
Roman Higgins,99,0.399,0.354,0.303,0.467,0.35700000000000004,0.545,0.33299999999999996,0.278,0.152,0.133,1,0.242,0.75,2012-13
Will Hornsby,97,0.33999999999999997,0.304,0.237,0.348,0,0.289,0.39299999999999996,0.182,0.474,0.152,0.7140000000000001,0.35100000000000003,0.529,2012-13
Steven Danridge,86,0.462,0.47700000000000004,0.547,0.532,0.44,0.442,0.42100000000000004,0.688,0.012,0,NA,0.465,0.375,2012-13
David Copeland,78,0.41600000000000004,0.397,0.282,0.5,0,0.513,0.35,0.214,0.205,0.25,0.5,0.359,0.5,2012-13
Carl Cobbins,71,0.399,0.387,0.38,0.40700000000000003,0.364,0.324,0.391,0.556,0.29600000000000004,0.23800000000000002,1,0.31,0.455,2012-13
Derron Hobbs,60,0.42700000000000005,0.36700000000000005,0.233,0.28600000000000003,0.25,0.267,0.188,0.33299999999999996,0.5,0.33299999999999996,0.6,0.317,0.789,2012-13
Brauhnye' Turner,49,0.274,0.265,0.6729999999999999,0.303,0.3,0.306,0.2,0.33299999999999996,0.02,0,NA,0.327,0.312,2012-13
Justin Dobbs,17,0.441,0.441,0,NA,NA,0.588,0.3,0,0.41200000000000003,0.429,1,0,NA,2012-13
Eric Garcia,9,0.352,0.33299999999999996,0.222,0,NA,0.222,0,NA,0.556,0.4,0.5,0.222,0.5,2012-13
"MORELAND,ERIC",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-13
"PENN,RAY",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-13
"STEWART,KEESLEE",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-13
"GRADY,ANTON",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-13
Total,1436,0.43300000000000005,0.41100000000000003,0.275,0.473,0.385,0.406,0.324,0.561,0.319,0.312,0.804,0.249,0.585,2012-13
D-I Team Averages,NA,0.542,0.504,0.38299999999999995,0.609,0.418,0.293,0.35700000000000004,0.35,0.32299999999999995,0.34299999999999997,0.8490000000000001,0.426,0.691,2012-13
