name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Michael Holyfield,36,0.20800000000000002,0.217,0.645,0.179,0.214,0.6,2014-15,SamHoustonSt.
Demarcus Gatlin,21,0.11,0.161,0.833,0.094,0,0,2014-15,SamHoustonSt.
Aurimas Majauskas,8,0.059000000000000004,0.081,0.833,0.087,0.182,1,2014-15,SamHoustonSt.
Dakarai Henderson,5,0.022000000000000002,0.053,1,0.03,0,0,2014-15,SamHoustonSt.
Kaheem Ransom,5,0.062,0.107,0.75,0,0,NA,2014-15,SamHoustonSt.
Marcus Burwell,5,0.25,0.3,0.6,0,0,NA,2014-15,SamHoustonSt.
Jesse Lopez,4,0.136,0.154,0.667,0.14300000000000002,NA,0,2014-15,SamHoustonSt.
Jabari Peters,4,0.06,0.075,0.75,0,0,NA,2014-15,SamHoustonSt.
Jamal Williams,3,0.036000000000000004,0.028999999999999998,0.5,0.034,0.1,1,2014-15,SamHoustonSt.
Sean Goodwin,2,0.091,0.125,1,0.25,0,0,2014-15,SamHoustonSt.
Marquel McKinney,2,0.111,0.111,0.5,0,0,NA,2014-15,SamHoustonSt.
Paul Baxter,2,0.011000000000000001,0.022000000000000002,1,0.017,0,0,2014-15,SamHoustonSt.
Total,97,0.096,0.12300000000000001,0.718,0.048,0.052000000000000005,0.375,2014-15,SamHoustonSt.
