start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.135,0.508,0.447,0.58,0.188,0.43200000000000005,0.365,0.306,2014-15
"Rebound, 11-30 s",0.214,0.49700000000000005,0.321,0.61,0.28800000000000003,0.344,0.391,0.344,2014-15
"Score, 0-10 s",0.053,0.449,0.308,0.583,0.179,0.214,0.513,0.3,2014-15
"Score, 11-30 s",0.385,0.41200000000000003,0.301,0.485,0.33799999999999997,0.368,0.361,0.261,2014-15
"Steal, 0-10 s",0.077,0.6559999999999999,0.634,0.718,0.125,0.429,0.24100000000000002,0.40700000000000003,2014-15
"Steal, 11-30 s",0.031,0.5,0.289,0.5379999999999999,0.35600000000000004,0.312,0.35600000000000004,0.43799999999999994,2014-15
Transition,0.265,0.539,0.473,0.634,0.168,0.385,0.359,0.324,2014-15
