name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tres Tinkle,28,0.115,0.12,0.696,0.048,0.036000000000000004,0.25,2018-19,OregonSt.
Kylor Kelley,19,0.165,0.16899999999999998,0.737,0,0,NA,2018-19,OregonSt.
Gligorije Rakocevic,16,0.259,0.237,0.643,0.062,0,0,2018-19,OregonSt.
Alfred Hollins,14,0.18,0.129,0.364,0.12,0.222,0.667,2018-19,OregonSt.
Thompson Stephen,11,0.071,0.042,0.375,0.025,0,0,2018-19,OregonSt.
Ethan Thompson,10,0.081,0.102,0.75,0.023,0.03,0.5,2018-19,OregonSt.
Warren Washington,4,0.13,0.071,0.33299999999999996,0.25,0,0,2018-19,OregonSt.
Antoine Vernon,1,0,0,NA,0,0,NA,2018-19,OregonSt.
Zach Reichle,1,0.091,0.25,1,0,0,NA,2018-19,OregonSt.
Total,104,0.126,0.122,0.621,0.037000000000000005,0.026000000000000002,0.267,2018-19,OregonSt.
