name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Terrence Smith,18,0.10800000000000001,0.07400000000000001,0.467,0.031,0.038,0.667,2013-14
Daquan Holiday,14,0.292,0.37,0.7140000000000001,0,0,NA,2013-14
Odera Nweke,9,0.214,0.20800000000000002,0.556,0,0,NA,2013-14
Tim Coleman,7,0.068,0.133,1,0.06,0.1,0.667,2013-14
Nigel Sydnor,6,0.128,0.125,0.5,0,0,NA,2013-14
Ky Howard,4,0.043,0.057,0.75,0,0,NA,2013-14
Emmanuel Tselentakis,1,0,0,NA,0.05,0,0,2013-14
Damon Lynn,1,0.019,0.038,1,0,0,NA,2013-14
Winfield Willis,1,0.017,0.031,1,0,0,NA,2013-14
Rob Ukawuba,1,0.077,0,0,0,NA,NA,2013-14
Total,62,0.094,0.099,0.618,0.016,0.026000000000000002,0.5710000000000001,2013-14
