name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Dequan Hicks,25,0.129,0.126,0.7140000000000001,0.036000000000000004,0.024,0.25,2012-13,NorthwesternSt.
James Hulbin,23,0.184,0.157,0.688,0.08,0.129,0.5710000000000001,2012-13,NorthwesternSt.
Marvin Fraizer,20,0.24600000000000002,0.244,0.7140000000000001,0.105,0,0,2012-13,NorthwesternSt.
O.J. Evans,17,0.255,0.25,0.667,0.08800000000000001,0.154,0.4,2012-13,NorthwesternSt.
Gary Roberson,15,0.11900000000000001,0.122,0.6,0.10800000000000001,0.222,1,2012-13,NorthwesternSt.
Patrick Robinson,14,0.31,0.35700000000000004,0.769,0.091,0.25,1,2012-13,NorthwesternSt.
Brison White,7,0.05,0.018000000000000002,0.25,0.038,0.038,0.33299999999999996,2012-13,NorthwesternSt.
Shamir Davis,5,0.042,0.059000000000000004,0.75,0.011000000000000001,0,0,2012-13,NorthwesternSt.
Gary Stewart,3,0.062,0.053,0.5,0.026000000000000002,0.077,1,2012-13,NorthwesternSt.
Jalan West,2,0.031,0.024,0.5,0,0,NA,2012-13,NorthwesternSt.
Dustin Adams,2,0,0,NA,0.5,1,0.5,2012-13,NorthwesternSt.
David Ulak,1,NA,NA,NA,NA,NA,NA,2012-13,NorthwesternSt.
Dadrian Harris,1,0.1,0,0,0,NA,NA,2012-13,NorthwesternSt.
Total,135,0.128,0.128,0.667,0.054000000000000006,0.07,0.441,2012-13,NorthwesternSt.
