name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Cameron Krutwig,32,0.136,0.13699999999999998,0.6920000000000001,0.08199999999999999,0.185,0.833,2017-18,LoyolaChicago
Aundre Jackson,11,0.057999999999999996,0.065,0.8,0,0,NA,2017-18,LoyolaChicago
Marques Townes,8,0.034,0.038,0.667,0.034,0.037000000000000005,0.5,2017-18,LoyolaChicago
Donte Ingram,6,0.045,0.065,1,0.013000000000000001,0.037000000000000005,1,2017-18,LoyolaChicago
Adarius Avery,4,0.125,0,0,0.16699999999999998,0.375,1,2017-18,LoyolaChicago
Lucas Williamson,4,0.11800000000000001,0.111,0.5,0,0,NA,2017-18,LoyolaChicago
Clayton Custer,2,0.011000000000000001,0.019,1,0,0,NA,2017-18,LoyolaChicago
Cameron Satterwhite,2,0.11800000000000001,0.111,0.5,0,0,NA,2017-18,LoyolaChicago
Nick DiNardi,1,0,NA,NA,0.5,0,0,2017-18,LoyolaChicago
Bruno Skokna,1,0.043,0.059000000000000004,1,0,0,NA,2017-18,LoyolaChicago
Christian Negron,1,0.1,0,0,0,0,NA,2017-18,LoyolaChicago
Total,72,0.067,0.071,0.691,0.03,0.054000000000000006,0.769,2017-18,LoyolaChicago
