shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.278,0.552,0.126,0.632,2012-13
2pt Jumpers,0.402,0.344,0.105,0.385,2012-13
3pt Shots,0.32,0.337,0.017,0.342,2012-13
