shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.325,0.647,0.05,0.682,2011-12
2pt Jumpers,0.335,0.348,0.031,0.36,2011-12
3pt Shots,0.34,0.35100000000000003,0.002,0.35100000000000003,2011-12
