name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Kevin McKay,27,0.125,0.138,0.72,0.049,0.1,0.5,2017-18
Luke Meyer,19,0.18,0.23399999999999999,0.938,0.12,0.1,0.33299999999999996,2017-18
Cecil Williams,14,0.07,0.069,0.583,0.013999999999999999,0,0,2017-18
David DiLeo,13,0.19,0.222,0.75,0.095,0.11800000000000001,0.5,2017-18
Shawn Roundtree,7,0.027000000000000003,0.034,0.6,0,0,NA,2017-18
Gavin Peppers,2,0.035,0.036000000000000004,0.5,0,0,NA,2017-18
Innocent Nwoko,2,0.16699999999999998,0.111,0.5,0,NA,NA,2017-18
Matty Smith,1,0.055999999999999994,0,0,0,NA,NA,2017-18
John McCarty,1,0.5,0.5,1,0,NA,NA,2017-18
Corey Redman,1,0,0,NA,0,0,NA,2017-18
Total,87,0.091,0.11199999999999999,0.722,0.031,0.03,0.364,2017-18
