shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.32299999999999995,0.597,0.08900000000000001,0.6559999999999999,2014-15
2pt Jumpers,0.282,0.402,0.040999999999999995,0.42,2014-15
3pt Shots,0.395,0.36700000000000005,0.002,0.368,2014-15
