name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jalen Hayes,19,0.08199999999999999,0.094,0.8,0.02,0.013000000000000001,0.25,2017-18
Isaiah Brock,12,0.139,0.161,0.909,0.045,0.111,1,2017-18
Kendrick Nunn,9,0.059000000000000004,0.048,0.5,0.019,0.031,0.667,2017-18
Martez Walker,8,0.038,0.013999999999999999,0.25,0.091,0.077,0.33299999999999996,2017-18
James Beck,6,0.128,0.105,0.4,0.037000000000000005,0.2,1,2017-18
Stan Scott,4,0.111,0.182,0.667,0.062,0.111,1,2017-18
Chris Palombizio,4,0.136,0.222,0.667,0.043,0,0,2017-18
Julius Palmer,4,0.111,0.2,1,0.25,0.33299999999999996,0.33299999999999996,2017-18
Tom Cotter,3,0.429,0.667,0.667,0,0,NA,2017-18
Nick Daniels,2,0.026000000000000002,0,0,0.038,0,0,2017-18
Total,71,0.08199999999999999,0.08800000000000001,0.6729999999999999,0.033,0.038,0.444,2017-18
