name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Josh Nebo,31,0.263,0.307,0.885,0.147,0.16699999999999998,0.6,2018-19,TexasA&M
Savion Flagg,30,0.175,0.17600000000000002,0.64,0.044000000000000004,0.028999999999999998,0.25,2018-19,TexasA&M
Christian Mekowulu,29,0.255,0.302,0.7040000000000001,0.026000000000000002,0,0,2018-19,TexasA&M
John Walker III,8,0.133,0.17600000000000002,0.75,0.33299999999999996,0.33299999999999996,0.25,2018-19,TexasA&M
Wendell Mitchell,7,0.055999999999999994,0.085,0.8,0.027000000000000003,0.038,0.5,2018-19,TexasA&M
Jay Jay Chandler,7,0.057999999999999996,0.077,0.8,0.036000000000000004,0.05,0.5,2018-19,TexasA&M
TJ Starks,4,0.013999999999999999,0.027000000000000003,1,0,0,NA,2018-19,TexasA&M
Brandon Mahan,4,0.077,0.071,0.5,0.053,0,0,2018-19,TexasA&M
"III,JOHN",2,0.4,0.5,1,0,0,NA,2018-19,TexasA&M
Isiah Jasey,1,0.125,0.14300000000000002,1,0,0,NA,2018-19,TexasA&M
Total,123,0.133,0.16699999999999998,0.758,0.046,0.045,0.35,2018-19,TexasA&M
