name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Derrico Peck,21,0.19399999999999998,0.17800000000000002,0.65,0.062,0,0,2016-17
Tyler Jones,14,0.145,0.163,0.778,0.12,0.375,1,2016-17
Bakari Copeland,13,0.069,0.10300000000000001,0.8,0.006,0,0,2016-17
Isaac Taylor,11,0.132,0.136,0.6,0.015,0,0,2016-17
Dontae Caldwell,9,0.1,0.102,0.625,0.016,0.038,1,2016-17
Deven Dorsett,3,0.062,0,0,0.133,0,0,2016-17
Logan McIntosh,2,0.021,0.045,1,0,0,NA,2016-17
Marc Seylan,2,0.095,0,0,0,0,NA,2016-17
Randell Pickett,1,0.2,0,0,0,NA,NA,2016-17
Ryan Andino,1,0.071,0.2,1,0,0,NA,2016-17
Michael Chambers,1,0,0,NA,0.091,0.2,1,2016-17
Thomas Rivera,1,0.033,0,0,0,0,NA,2016-17
Total,79,0.098,0.114,0.6459999999999999,0.017,0.023,0.5,2016-17
