shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.332,0.622,0.115,0.703,2011-12
2pt Jumpers,0.35600000000000004,0.331,0.094,0.366,2011-12
3pt Shots,0.311,0.332,0.006999999999999999,0.33399999999999996,2011-12
