shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.37,0.7,0.083,0.763,2011-12,VMI
2pt Jumpers,0.342,0.36700000000000005,0.076,0.397,2011-12,VMI
3pt Shots,0.289,0.344,0.015,0.349,2011-12,VMI
