name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Thaddeus Smith,20,0.33899999999999997,0.26899999999999996,0.368,0.125,0,0,2014-15,KansasCity
Darius Austin,19,0.127,0.158,0.6,0.16699999999999998,0.188,0.33299999999999996,2014-15,KansasCity
Martez Harrison,10,0.036000000000000004,0.025,0.33299999999999996,0.036000000000000004,0.040999999999999995,0.5,2014-15,KansasCity
Broderick Newbill,10,0.16899999999999998,0.16699999999999998,0.5,0,0,NA,2014-15,KansasCity
Reese Holliday,9,0.075,0.040999999999999995,0.28600000000000003,0.05,0.077,0.5,2014-15,KansasCity
Shayok Shayok,8,0.207,0.263,0.833,0.105,0.14300000000000002,0.5,2014-15,KansasCity
Noah Knight,6,0.156,0.17600000000000002,0.6,0.062,0,0,2014-15,KansasCity
Deshon Taylor,5,0.05,0.037000000000000005,0.33299999999999996,0.062,0.083,0.5,2014-15,KansasCity
Frank Williams,4,0.051,0,0,0.033,0,0,2014-15,KansasCity
Collin Jennings,3,0.04,0.077,1,0.08,0.091,0.5,2014-15,KansasCity
Isaac Kreuer,2,0.038,0.091,1,0.091,0,0,2014-15,KansasCity
Juan Ramon Rivas,1,0.25,0.5,1,0,0,NA,2014-15,KansasCity
Kevin Franceschi,1,0.045,0.071,1,0,0,NA,2014-15,KansasCity
Total,98,0.10400000000000001,0.1,0.486,0.06,0.057,0.34600000000000003,2014-15,KansasCity
