name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Monty Brown,22,0.239,0.156,0.318,0,0,NA,2012-13
Daniel Coursey,17,0.09699999999999999,0.111,0.727,0.075,0.09699999999999999,0.5,2012-13
T.J. Hallice,13,0.23199999999999998,0.20600000000000002,0.5379999999999999,0,0,NA,2012-13
Jake Gollon,10,0.105,0.086,0.5,0,0,NA,2012-13
Bud Thomas,6,0.076,0.061,0.6,0.042,0.125,1,2012-13
Langston Hall,5,0.059000000000000004,0.032,0.33299999999999996,0.028999999999999998,0.069,1,2012-13
Travis Smith,5,0.06,0.031,0.33299999999999996,0.016,0,0,2012-13
Anthony White,4,0.069,0.067,0.5,0.071,0.125,0.5,2012-13
Darious Moten,2,0.125,0.16699999999999998,1,0,0,NA,2012-13
Lawrence Brown,2,0,0,NA,0.4,0.5,0.5,2012-13
Chris Smith,1,0.037000000000000005,0,0,0,0,NA,2012-13
Total,87,0.11599999999999999,0.094,0.486,0.031,0.047,0.5329999999999999,2012-13
