name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
JJ O'Brien,40,0.285,0.321,0.7709999999999999,0.031,0.019,0.2,2014-15
Winston Shepard,27,0.17600000000000002,0.17300000000000001,0.591,0.032,0.043,0.4,2014-15
Skylar Spencer,25,0.35600000000000004,0.33299999999999996,0.7140000000000001,0.114,0,0,2014-15
Angelo Chol,19,0.26899999999999996,0.25,0.643,0.078,0.036000000000000004,0.2,2014-15
Malik Pope,10,0.273,0.316,0.667,0.024,0,0,2014-15
Trey Kell,6,0.079,0.043,0.33299999999999996,0.038,0.042,0.33299999999999996,2014-15
Dakarai Allen,6,0.083,0.095,0.667,0.111,0,0,2014-15
Dwayne Polee II,4,0,0,NA,0.087,0.125,0.5,2014-15
Aqeel Quinn,3,0.025,0,0,0,0,NA,2014-15
Matt Shrigley,2,0.091,0.111,1,0,0,NA,2014-15
D'Erryl Williams,2,0,0,NA,0.4,NA,0,2014-15
Parker U'u,1,0,0,NA,0.5,NA,0,2014-15
Total,145,0.195,0.204,0.679,0.043,0.027999999999999997,0.212,2014-15
