start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.134,0.455,0.28600000000000003,0.738,0.33799999999999997,0.306,0.376,0.25,2014-15,SanDiegoSt.
"Rebound, 11-30 s",0.22399999999999998,0.414,0.20600000000000002,0.603,0.48200000000000004,0.287,0.313,0.324,2014-15,SanDiegoSt.
"Opp score, 0-10 s",0.027000000000000003,0.47600000000000003,0.262,0.818,0.28600000000000003,0.16699999999999998,0.452,0.316,2014-15,SanDiegoSt.
"Opp score, 11-30 s",0.369,0.456,0.21899999999999997,0.562,0.43200000000000005,0.37200000000000005,0.349,0.32799999999999996,2014-15,SanDiegoSt.
"Steal, 0-10 s",0.079,0.5760000000000001,0.5920000000000001,0.716,0.184,0.304,0.22399999999999998,0.28600000000000003,2014-15,SanDiegoSt.
"Steal, 11-30 s",0.033,0.45299999999999996,0.245,0.615,0.491,0.385,0.264,0.28600000000000003,2014-15,SanDiegoSt.
Transition,0.24,0.49700000000000005,0.384,0.733,0.282,0.29,0.33399999999999996,0.268,2014-15,SanDiegoSt.
