shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.373,0.615,0.047,0.645,2019-20,Chattanooga
2pt Jumpers,0.261,0.39,0.03,0.402,2019-20,Chattanooga
3pt Shots,0.366,0.315,0.001,0.315,2019-20,Chattanooga
