name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Mario Moody,30,0.278,0.27,0.5670000000000001,0,0,NA,2012-13,Wagner
Jonathon Williams,27,0.129,0.138,0.682,0.062,0.08800000000000001,0.6,2012-13,Wagner
Orlando Parker,20,0.228,0.136,0.33299999999999996,0.034,0.087,1,2012-13,Wagner
Kenneth Ortiz,15,0.08800000000000001,0.08900000000000001,0.5329999999999999,0,0,NA,2012-13,Wagner
Naofall Folahan,13,0.267,0.214,0.5,0.048,0.16699999999999998,1,2012-13,Wagner
Eric Fanning,10,0.17,0.185,0.625,0.1,0.14300000000000002,0.5,2012-13,Wagner
Dwaun Anderson,8,0.14800000000000002,0.231,0.75,0,0,NA,2012-13,Wagner
Josh Thompson,4,0.077,0.095,0.667,0.037000000000000005,0,0,2012-13,Wagner
Latif Rivers,3,0.037000000000000005,0.04,0.5,0.019,0.053,1,2012-13,Wagner
Hugo Naurais,1,0.2,0,0,0,0,NA,2012-13,Wagner
Total,131,0.145,0.14400000000000002,0.555,0.024,0.048,0.667,2012-13,Wagner
