name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Ronnie Drinnon,48,0.254,0.253,0.568,0.044000000000000004,0.054000000000000006,0.5,2015-16,SaintFrancis(PA)
Josh Nebo,20,0.21600000000000003,0.233,0.526,0.037000000000000005,0.077,1,2015-16,SaintFrancis(PA)
Basil Thompson,15,0.14,0.13,0.467,0,0,NA,2015-16,SaintFrancis(PA)
Isaiah Blackmon,14,0.146,0.18899999999999997,0.833,0.111,0,0,2015-16,SaintFrancis(PA)
Greg Brown,3,0.018000000000000002,0.038,1,0.009000000000000001,0.024,1,2015-16,SaintFrancis(PA)
Ifeanyi Umezurike,3,0.154,0.125,0.5,0.091,0,0,2015-16,SaintFrancis(PA)
Patrick Wrencher,3,0.15,0.091,0.33299999999999996,0,0,NA,2015-16,SaintFrancis(PA)
Ben Millaud-Meunier,3,0.024,0,0,0.03,0,0,2015-16,SaintFrancis(PA)
Malik Harmon,1,0,0,NA,0,0,NA,2015-16,SaintFrancis(PA)
Georgios Angelou,1,0,0,NA,0,0,NA,2015-16,SaintFrancis(PA)
Total,111,0.14300000000000002,0.158,0.5710000000000001,0.025,0.027999999999999997,0.4,2015-16,SaintFrancis(PA)
