name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Dorian Finney-Smith,38,0.376,0.462,0.514,0.071,0.25,0.33299999999999996,2011-12,VirginiaTech
Cadarian Raines,33,0.242,0.222,0.552,0.098,0.091,0.25,2011-12,VirginiaTech
C.J. Barksdale,17,0.35,0.4,0.5710000000000001,0.09699999999999999,0.111,0.33299999999999996,2011-12,VirginiaTech
Victor Davila,17,0.18100000000000002,0.254,0.882,0,0,NA,2011-12,VirginiaTech
Dorenzo Hudson,13,0.128,0.17,0.727,0.01,0,0,2011-12,VirginiaTech
Jarell Eddie,7,0.136,0.1,0.33299999999999996,0.027000000000000003,0.034,0.5,2011-12,VirginiaTech
Erick Green,7,0.05,0.031,0.4,0.006,0.017,1,2011-12,VirginiaTech
Tyrone Garland,2,0.071,0.1,1,0.5,1,1,2011-12,VirginiaTech
Marquis Rankin,2,0.091,0.25,1,0,0,NA,2011-12,VirginiaTech
Robert Brown,2,0.019,0,0,0.019,0,0,2011-12,VirginiaTech
ERICK,1,NA,NA,NA,0.1,0.2,1,2011-12,VirginiaTech
Total,139,0.182,0.2,0.602,0.028999999999999998,0.036000000000000004,0.41200000000000003,2011-12,VirginiaTech
